      0.00510204     -0.02075815
      0.01530612     -0.05839023
      0.02551020     -0.09261551
      0.03571429     -0.12393488
      0.04591837     -0.15295172
      0.05612245     -0.18031526
      0.06632653     -0.20657478
      0.07653061     -0.23205174
      0.08673469     -0.25677890
      0.09693878     -0.28051444
      0.10714286     -0.30281174
      0.11734694     -0.32311359
      0.12755102     -0.34084514
      0.13775510     -0.35549244
      0.14795918     -0.36666288
      0.15816327     -0.37412700
      0.16836735     -0.37784083
      0.17857143     -0.37794714
      0.18877551     -0.37475602
      0.19897959     -0.36870786
      0.20918367     -0.36032519
      0.21938776     -0.35016115
      0.22959184     -0.33875221
      0.23979592     -0.32658078
      0.25000000     -0.31405063
      0.26020408     -0.30147526
      0.27040816     -0.28907765
      0.28061224     -0.27699834
      0.29081633     -0.26530867
      0.30102041     -0.25402644
      0.31122449     -0.24313140
      0.32142857     -0.23257932
      0.33163265     -0.22231356
      0.34183673     -0.21227394
      0.35204082     -0.20240289
      0.36224490     -0.19264924
      0.37244898     -0.18297015
      0.38265306     -0.17333165
      0.39285714     -0.16370811
      0.40306122     -0.15408121
      0.41326531     -0.14443870
      0.42346939     -0.13477298
      0.43367347     -0.12507984
      0.44387755     -0.11535730
      0.45408163     -0.10560476
      0.46428571     -0.09582225
      0.47448980     -0.08600996
      0.48469388     -0.07616784
      0.49489796     -0.06629543
      0.50510204     -0.05639172
      0.51530612     -0.04645508
      0.52551020     -0.03648329
      0.53571429     -0.02647354
      0.54591837     -0.01642247
      0.55612245     -0.00632625
      0.56632653      0.00381922
      0.57653061      0.01401968
      0.58673469      0.02428020
      0.59693878      0.03460663
      0.60714286      0.04500544
      0.61734694      0.05548376
      0.62755102      0.06604938
      0.63775510      0.07671085
      0.64795918      0.08747753
      0.65816327      0.09835956
      0.66836735      0.10936781
      0.67857143      0.12051377
      0.68877551      0.13180920
      0.69897959      0.14326579
      0.70918367      0.15489454
      0.71938776      0.16670489
      0.72959184      0.17870372
      0.73979592      0.19089406
      0.75000000      0.20327351
      0.76020408      0.21583255
      0.77040816      0.22855268
      0.78061224      0.24140449
      0.79081633      0.25434583
      0.80102041      0.26732023
      0.81122449      0.28025565
      0.82142857      0.29306382
      0.83163265      0.30564026
      0.84183673      0.31786512
      0.85204082      0.32960521
      0.86224490      0.34071794
      0.87244898      0.35105996
      0.88265306      0.36050779
      0.89285714      0.36900833
      0.90306122      0.37669586
      0.91326531      0.38413576
      0.92346939      0.39276282
      0.93367347      0.40552659
      0.94387755      0.42757785
      0.95408163      0.46652634
      0.96428571      0.53150525
      0.97448980      0.63026482
      0.98469388      0.76409374
      0.99489796      0.92192618
